,date,confirmed_cases,confirmed_rate,State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
508,2021-06-23,69090,11.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
509,2021-06-24,69102,13.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_202.110.pdf,"N.Y. Exec. Order No. 202.110 (June 5, 2021)"
510,2021-06-25,69116,11.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
511,2021-06-26,69124,7.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
512,2021-06-27,69130,11.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
513,2021-06-28,69146,11.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
514,2021-06-29,69152,8.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
515,2021-06-30,69163,13.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
516,2021-07-01,69178,16.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
517,2021-07-02,69196,14.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
518,2021-07-03,69206,13.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
519,2021-07-04,69222,13.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
520,2021-07-05,69233,9.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
521,2021-07-06,69240,13.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
522,2021-07-07,69259,16.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
523,2021-07-08,69273,15.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
524,2021-07-09,69289,15.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
525,2021-07-10,69304,13.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
526,2021-07-11,69315,10.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
527,2021-07-12,69325,10.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
528,2021-07-13,69336,11.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
529,2021-07-14,69347,23.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
530,2021-07-15,69382,26.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
531,2021-07-16,69400,17.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
532,2021-07-17,69416,24.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
533,2021-07-18,69448,23.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
534,2021-07-19,69463,16.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
535,2021-07-20,69481,19.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
536,2021-07-21,69502,26.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
537,2021-07-22,69534,32.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
538,2021-07-23,69566,32.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
539,2021-07-24,69599,16.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
540,2021-07-25,69599,46.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
541,2021-07-26,69692,70.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
542,2021-07-27,69739,45.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
543,2021-07-28,69782,44.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
544,2021-07-29,69827,57.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
545,2021-07-30,69896,71.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
546,2021-07-31,69970,68.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
547,2021-08-01,70032,50.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
548,2021-08-02,70071,51.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
549,2021-08-03,70134,71.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
550,2021-08-04,70214,86.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
551,2021-08-05,70307,86.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
552,2021-08-06,70386,125.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
553,2021-08-07,70557,147.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
554,2021-08-08,70680,114.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
555,2021-08-09,70786,113.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
556,2021-08-10,70907,127.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
557,2021-08-11,71041,155.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
558,2021-08-12,71218,160.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
559,2021-08-13,71361,129.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
560,2021-08-14,71476,128.0,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
561,2021-08-15,71617,141.5,NY,Monroe County,36.0,55.0,2.0,No,Official,https://www.governor.ny.gov/sites/default/files/2021-06/EO_210.pdf,"N.Y. Exec. Order No. 210 (June 25, 2021)"
562,2021-08-16,71759,143.5,,,,,,No Data,,,
563,2021-08-17,71904,140.0,,,,,,No Data,,,
564,2021-08-18,72039,151.0,,,,,,No Data,,,
565,2021-08-19,72206,168.5,,,,,,No Data,,,
566,2021-08-20,72376,172.5,,,,,,No Data,,,
567,2021-08-21,72551,169.5,,,,,,No Data,,,
568,2021-08-22,72715,146.0,,,,,,No Data,,,
569,2021-08-23,72843,117.0,,,,,,No Data,,,
570,2021-08-24,72949,137.5,,,,,,No Data,,,
571,2021-08-25,73118,186.5,,,,,,No Data,,,
572,2021-08-26,73322,229.0,,,,,,No Data,,,
573,2021-08-27,73576,127.0,,,,,,No Data,,,
574,2021-08-28,73576,178.5,,,,,,No Data,,,
575,2021-08-29,73933,251.0,,,,,,No Data,,,
576,2021-08-30,74078,151.0,,,,,,No Data,,,
577,2021-08-31,74235,154.5,,,,,,No Data,,,
578,2021-09-01,74387,171.0,,,,,,No Data,,,
579,2021-09-02,74577,204.0,,,,,,No Data,,,
580,2021-09-03,74795,205.0,,,,,,No Data,,,
581,2021-09-04,74987,161.0,,,,,,No Data,,,
582,2021-09-05,75117,136.0,,,,,,No Data,,,
583,2021-09-06,75259,126.5,,,,,,No Data,,,
584,2021-09-07,75370,103.5,,,,,,No Data,,,
585,2021-09-08,75466,121.5,,,,,,No Data,,,
586,2021-09-09,75613,176.0,,,,,,No Data,,,
587,2021-09-10,75818,208.5,,,,,,No Data,,,
588,2021-09-11,76030,225.0,,,,,,No Data,,,
589,2021-09-12,76268,190.5,,,,,,No Data,,,
590,2021-09-13,76411,120.0,,,,,,No Data,,,
591,2021-09-14,76508,146.0,,,,,,No Data,,,
592,2021-09-15,76703,245.5,,,,,,No Data,,,
593,2021-09-16,76999,246.5,,,,,,No Data,,,
594,2021-09-17,77196,182.5,,,,,,No Data,,,
595,2021-09-18,77364,193.5,,,,,,No Data,,,
596,2021-09-19,77583,169.5,,,,,,No Data,,,
597,2021-09-20,77703,156.5,,,,,,No Data,,,
598,2021-09-21,77896,174.0,,,,,,No Data,,,
599,2021-09-22,78051,179.0,,,,,,No Data,,,
600,2021-09-23,78254,232.5,,,,,,No Data,,,
601,2021-09-24,78516,256.5,,,,,,No Data,,,
602,2021-09-25,78767,213.5,,,,,,No Data,,,
603,2021-09-26,78943,182.0,,,,,,No Data,,,
604,2021-09-27,79131,173.0,,,,,,No Data,,,
605,2021-09-28,79289,204.0,,,,,,No Data,,,
606,2021-09-29,79539,234.5,,,,,,No Data,,,
607,2021-09-30,79758,239.0,,,,,,No Data,,,
608,2021-10-01,80017,247.0,,,,,,No Data,,,
